chrom,promoter_start,promoter_end,structure_start,structure_end,score_or_strand
OX103947.1,25244102,25245260,25244672,25244701,.
OX103947.1,25244102,25245260,25245107,25245137,.
OX103947.1,25318295,25320154,25319640,25319658,.
OX103947.1,26239611,26241505,26240490,26240517,.
OX103947.1,26486023,26487023,26486408,26486432,.
OX103947.1,26500563,26501563,26500918,26500950,.
OX103947.1,26575475,26576475,26575786,26575802,.
OX103947.1,27422613,27423613,27422880,27422913,.
OX103947.1,27422613,27423613,27422930,27422960,.
OX103947.1,27572399,27573399,27573340,27573367,.
OX103947.1,27731380,27732380,27731381,27731406,.
OX103947.1,27731380,27732380,27731528,27731548,.
OX103947.1,27830394,27831394,27830979,27830997,.
OX103947.1,27895210,27896210,27895880,27895902,.
OX103947.1,28018083,28019083,28018257,28018275,.
OX103947.1,28521407,28522407,28521943,28521976,.
OX103947.1,29205431,29206431,29206348,29206374,.
OX103947.1,29870464,29871470,29870702,29870724,.
OX103947.1,30019010,30020010,30019467,30019489,.
OX103947.1,30215540,30216540,30215587,30215620,.
OX103947.1,30341756,30342756,30341925,30341947,.
OX103947.1,30341756,30342756,30341978,30342002,.
OX103947.1,30466788,30468621,30466934,30466967,.
OX103947.1,30769024,30770024,30769442,30769475,.
OX103947.1,31051530,31052530,31051632,31051662,.
OX103947.1,31642463,31643463,31643336,31643360,.
OX103947.1,31916900,31917900,31916914,31916932,.
OX103947.1,31988078,31989078,31988118,31988147,.
OX103947.1,32050267,32051267,32050344,32050368,.
OX103947.1,32148406,32149406,32148712,32148728,.
OX103947.1,32148406,32149406,32148854,32148884,.
OX103947.1,32482577,32483577,32482897,32482913,.
OX103947.1,32763642,32764642,32764531,32764560,.
OX103947.1,33183038,33184048,33183127,33183156,.
OX103947.1,33464286,33465286,33464917,33464933,.
OX103947.1,33473015,33474015,33473459,33473493,.
OX103947.1,33955646,33956718,33956397,33956429,.
OX103947.1,34452429,34453429,34452816,34452844,.
OX103947.1,35145815,35146815,35145975,35146008,.
OX103947.1,35184485,35185485,35185308,35185341,.
OX103947.1,35257714,35258714,35258139,35258157,.
OX103947.1,35908087,35909087,35908125,35908154,.
OX103947.1,36171162,36172162,36172138,36172170,.
OX103947.1,36307994,36309260,36308728,36308746,.
OX103947.1,36311896,36313414,36311876,36311898,.
OX103947.1,36477582,36478582,36477944,36477970,.
OX103947.1,36484688,36485688,36485340,36485358,.
OX103947.1,36540746,36541746,36541005,36541032,.
OX103947.1,36602193,36603193,36602278,36602317,.
OX103947.1,36605264,36606264,36605433,36605456,.
OX103947.1,36931925,36932925,36932093,36932121,.
OX103947.1,37050444,37051444,37050673,37050699,.
OX103947.1,37077459,37078459,37077924,37077946,.
OX103947.1,37616196,37617196,37616261,37616277,.
OX103947.1,37616196,37617196,37616403,37616433,.
OX103947.1,38630255,38631457,38631187,38631213,.
OX103947.1,38694832,38695832,38695827,38695852,.
OX103947.1,39146542,39147542,39146552,39146570,.
OX103947.1,39164837,39165837,39165014,39165036,.
OX103947.1,39174524,39175524,39174753,39174773,.
OX103947.1,39390112,39391112,39390928,39390972,.
OX103947.1,41420598,41421598,41421059,41421090,.
OX103947.1,41420598,41421598,41421116,41421136,.
OX103947.1,41498791,41501512,41500866,41500894,.
OX103947.1,41613114,41614114,41613871,41613891,.
OX103947.1,41659601,41660601,41660502,41660529,.
OX103947.1,41746478,41747478,41746720,41746738,.
OX103947.1,42406050,42407050,42406903,42406925,.
OX103947.1,42868534,42869534,42869462,42869487,.
OX103947.1,42939657,42940657,42939756,42939786,.
OX103947.1,43058146,43059146,43058673,43058702,.
OX103947.1,43390253,43391253,43391009,43391038,.
OX103947.1,43708396,43709396,43708869,43708887,.
OX103947.1,43993922,43994922,43994762,43994794,.
OX103947.1,44228219,44229219,44228723,44228741,.
OX103947.1,44650379,44651379,44650880,44650904,.
OX103947.1,44952074,44953074,44952448,44952466,.
OX103947.1,44987778,44988778,44988189,44988207,.
OX103947.1,45113824,45114824,45114426,45114446,.
OX103947.1,45135498,45136498,45135515,45135542,.
OX103947.1,45324719,45325719,45325432,45325462,.
OX103947.1,45606983,45607983,45607500,45607526,.
OX103947.1,45606983,45607983,45607919,45607935,.
OX103947.1,45856482,45858451,45858247,45858273,.
OX103947.1,46190126,46191126,46190592,46190622,.
OX103947.1,46387069,46388099,46387262,46387288,.
OX103947.1,46541860,46542877,46542044,46542071,.
OX103947.1,46867818,46868818,46867896,46867923,.
OX103947.1,46918113,46919113,46918308,46918343,.
OX103947.1,47197761,47198761,47198033,47198051,.
OX103947.1,47220582,47221582,47220588,47220604,.
OX103947.1,47323891,47324891,47324320,47324336,.
OX103947.1,47323891,47324891,47324547,47324563,.
OX103947.1,47430060,47431060,47430938,47430970,.
OX103947.1,47457129,47458129,47458064,47458086,.
OX103947.1,47482808,47483808,47483121,47483139,.
OX103947.1,47579580,47580580,47579837,47579855,.
OX103947.1,47594032,47595139,47594070,47594096,.
OX103947.1,47594032,47595139,47595001,47595027,.
OX103947.1,47932671,47933671,47932644,47932674,.
OX103947.1,47932671,47933671,47933533,47933555,.
OX103947.1,48182058,48183058,48182579,48182607,.
OX103947.1,48472811,48473811,48473024,48473050,.
OX103947.1,48650129,48651129,48650722,48650757,.
OX103947.1,48976779,48977779,48977766,48977793,.
OX103947.1,49142842,49143842,49142869,49142902,.
OX103947.1,49159362,49160362,49159765,49159793,.
OX103947.1,49568380,49569380,49569211,49569227,.
OX103947.1,49606959,49607959,49607837,49607853,.
OX103947.1,49664668,49665668,49664846,49664864,.
OX103947.1,49893479,49894479,49894402,49894420,.
OX103947.1,49967644,49968644,49968044,49968068,.
OX103947.1,50706140,50707140,50706857,50706889,.
OX103947.1,50717424,50718424,50718064,50718092,.
OX103947.1,50845165,50846165,50845277,50845303,.
OX103947.1,51116455,51117455,51116510,51116532,.
OX103947.1,51210227,51211227,51210537,51210559,.
OX103947.1,51829212,51830212,51830080,51830100,.
OX103947.1,52234925,52235925,52235464,52235492,.
OX103947.1,52320541,52321541,52321398,52321426,.
OX103947.1,52362194,52363194,52362668,52362697,.
OX103947.1,52724110,52725110,52724097,52724121,.
OX103947.1,53214733,53215733,53214998,53215016,.
OX103947.1,53412372,53413373,53412863,53412885,.
OX103947.1,53475148,53476225,53475207,53475242,.
OX103947.1,54041012,54042012,54041710,54041726,.
OX103947.1,54205359,54206359,54205587,54205614,.
OX103947.1,54366339,54367339,54366827,54366849,.
OX103947.1,54848223,54849223,54848310,54848330,.
OX103947.1,54848223,54849223,54848862,54848897,.
OX103947.1,54969235,54970235,54969935,54969959,.
OX103947.1,54969235,54970235,54970228,54970244,.
OX103947.1,55009580,55010580,55009851,55009875,.
OX103947.1,55063508,55064508,55064270,55064288,.
OX103947.1,55338970,55339970,55339481,55339503,.
OX103947.1,55505923,55507792,55506406,55506435,.
OX103947.1,55528942,55529942,55529124,55529152,.
OX103947.1,55582744,55583744,55583566,55583593,.
OX103947.1,55848635,55849635,55848669,55848695,.
OX103947.1,56418813,56419813,56419607,56419635,.
OX103947.1,56579789,56580789,56580361,56580381,.
OX103947.1,56870488,56871488,56870788,56870824,.
OX103947.1,57077942,57078964,57078695,57078730,.
OX103947.1,57077942,57078964,57078782,57078809,.
OX103947.1,58002344,58003344,58003301,58003329,.
OX103947.1,58536370,58537370,58536920,58536946,.
OX103947.1,58693996,58694996,58694072,58694100,.
OX103947.1,58874278,58875988,58874337,58874364,.
OX103947.1,59044518,59045518,59044700,59044724,.
OX103947.1,59435845,59436845,59436702,59436731,.
OX103947.1,59456331,59457331,59457159,59457191,.
OX103947.1,59501428,59502428,59501397,59501456,.
OX103947.1,59612562,59613562,59612633,59612659,.
OX103947.1,59612562,59613562,59613120,59613142,.
OX103947.1,59983084,59984084,59983142,59983173,.
OX103947.1,60113528,60114528,60114137,60114167,.
OX103947.1,60113528,60114528,60114186,60114210,.
OX103947.1,60510513,60512271,60511403,60511428,.
OX103947.1,60530141,60531141,60530924,60530951,.
OX103947.1,61383896,61384896,61384605,61384639,.
OX103947.1,61383896,61384896,61384645,61384671,.
OX103947.1,61575373,61576373,61575582,61575598,.
OX103947.1,61706625,61707625,61707439,61707466,.
OX103947.1,62027376,62028376,62027994,62028014,.
OX103947.1,63879876,63880876,63879886,63879912,.
OX103947.1,63974028,63975028,63974400,63974420,.
OX103947.1,64276937,64277937,64277157,64277185,.
OX103947.1,64386457,64387457,64386665,64386683,.
OX103947.1,64537347,64539955,64538346,64538375,.
OX103947.1,64658833,64659833,64659269,64659298,.
OX103947.1,65162314,65163314,65162591,65162615,.
OX103947.1,65293695,65294695,65294037,65294063,.
OX103947.1,65305778,65306852,65306502,65306528,.
OX103947.1,65469433,65470433,65469763,65469779,.
OX103947.1,65632962,65633962,65633284,65633315,.
OX103947.1,65876147,65877147,65876614,65876640,.
OX103947.1,65939563,65940563,65940050,65940070,.
OX103947.1,66262365,66263707,66263276,66263299,.
OX103947.1,66262365,66263707,66263418,66263438,.
OX103947.1,66269589,66271334,66269955,66269977,.
OX103947.1,66642358,66643358,66642519,66642545,.
OX103947.1,66788770,66789770,66788914,66788930,.
OX103947.1,66933670,66934670,66933801,66933817,.
OX103947.1,66969670,66970670,66970603,66970625,.
OX103947.1,67152196,67153460,67152289,67152322,.
OX103947.1,68054310,68056090,68055771,68055795,.
OX103947.1,68101585,68102601,68102242,68102266,.
OX103947.1,68310255,68311368,68310920,68310946,.
OX103947.1,68310255,68311368,68311260,68311288,.
OX103947.1,68434314,68435329,68435004,68435024,.
OX103947.1,68653165,68654165,68653606,68653630,.
OX103947.1,68715034,68716034,68715244,68715277,.
OX103947.1,68838627,68839627,68839254,68839282,.
OX103947.1,69821734,69822734,69822408,69822435,.
OX103947.1,69821734,69822734,69822565,69822585,.
OX103947.1,69828856,69829856,69829011,69829030,.
OX103947.1,70383254,70384254,70383601,70383628,.
OX103947.1,71116762,71117762,71117692,71117722,.
OX103947.1,71245600,71246656,71245633,71245651,.
OX103947.1,71319730,71320730,71320532,71320563,.
OX103947.1,71410130,71411130,71410810,71410836,.
OX103947.1,71665889,71666889,71666665,71666681,.
OX103947.1,71731825,71732825,71732200,71732231,.
OX103947.1,71827768,71828768,71828544,71828566,.
OX103947.1,72337790,72338790,72338564,72338595,.
OX103947.1,72694638,72695638,72695135,72695159,.
OX103947.1,73121630,73123629,73122448,73122474,.
OX103947.1,73205874,73206874,73206358,73206377,.
OX103947.1,73684210,73685322,73685001,73685022,.
OX103947.1,74122431,74123431,74122486,74122544,.
OX103947.1,74450127,74451127,74451108,74451135,.
OX103947.1,74588592,74589592,74589302,74589320,.
OX103947.1,75014690,75015690,75015014,75015046,.
OX103947.1,75570008,75571008,75570945,75570963,.
OX103947.1,75903247,75904467,75904240,75904260,.
OX103947.1,76029884,76030884,76030555,76030575,.
OX103947.1,76029884,76030884,76030635,76030657,.
OX103947.1,76159133,76160669,76160047,76160071,.
OX103947.1,76272665,76273717,76273709,76273739,.
OX103947.1,76484260,76485260,76485202,76485235,.
OX103947.1,78088701,78089701,78089124,78089152,.
OX103947.1,78088701,78089701,78089331,78089361,.
OX103947.1,78287348,78288348,78287437,78287468,.
OX103947.1,78287348,78288348,78287833,78287864,.
OX103947.1,78406677,78407677,78407529,78407551,.
OX103947.1,78406677,78407677,78407667,78407685,.
OX103947.1,79047166,79048522,79047954,79047970,.
OX103947.1,79310389,79311809,79310949,79310982,.
OX103947.1,80239457,80240457,80240136,80240164,.
OX103947.1,80400666,80401666,80401499,80401525,.
OX103947.1,81079898,81081481,81080789,81080812,.
OX103947.1,82506296,82507296,82506525,82506551,.
OX103947.1,83028474,83029474,83028615,83028644,.
OX103947.1,83113501,83114501,83113908,83113938,.
OX103947.1,83113501,83114501,83114265,83114302,.
OX103947.1,83113501,83114501,83114303,83114339,.
OX103947.1,83345431,83346431,83346196,83346225,.
OX103947.1,83574262,83575262,83574278,83574312,.
OX103947.1,83756004,83757004,83756289,83756342,.
OX103947.1,83926341,83927341,83926764,83926790,.
OX103947.1,84182930,84183930,84183021,84183041,.
OX103947.1,84182930,84183930,84183610,84183638,.
OX103947.1,84327834,84328834,84328518,84328542,.
OX103947.1,84432855,84433855,84433051,84433088,.
OX103947.1,84602290,84603290,84603081,84603097,.
OX103947.1,85116207,85117207,85116976,85117005,.
OX103947.1,85241980,85242980,85242688,85242706,.
OX103947.1,85779173,85780173,85779923,85779939,.
OX103947.1,85903568,85904568,85904397,85904431,.
OX103947.1,86082298,86083377,86082688,86082710,.
OX103947.1,86082298,86083377,86082737,86082766,.
OX103947.1,86082298,86083377,86082769,86082802,.
OX103947.1,86082298,86083377,86082827,86082853,.
OX103947.1,86161716,86162716,86161760,86161786,.
OX103947.1,86288778,86289778,86289446,86289466,.
OX103947.1,86320363,86321363,86321100,86321130,.
OX103947.1,86585604,86586604,86586110,86586136,.
OX103947.1,86594406,86595406,86595250,86595268,.
OX103947.1,86775683,86776683,86776095,86776117,.
OX103947.1,86976789,86977789,86977448,86977466,.
OX103947.1,87034126,87035126,87034875,87034918,.
OX103947.1,87478306,87479384,87478911,87478949,.
OX103947.1,87882545,87883545,87882783,87882807,.
OX103947.1,87929483,87930483,87929751,87929767,.
OX103947.1,87929483,87930483,87930186,87930243,.
OX103947.1,88305950,88306950,88306239,88306267,.
OX103947.1,88708588,88709588,88708661,88708690,.
OX103947.1,88825864,88826864,88825905,88825921,.
OX103947.1,88884810,88885810,88884888,88884914,.
OX103947.1,89068964,89069964,89069778,89069805,.
OX103947.1,89092859,89093859,89093096,89093127,.
OX103947.1,89092859,89093859,89093747,89093794,.
OX103947.1,89394038,89395038,89394902,89394925,.
OX103947.1,89959987,89960987,89960157,89960190,.
OX103947.1,90163627,90164627,90164282,90164304,.
OX103947.1,90163627,90164627,90164557,90164590,.
OX103947.1,90444131,90445131,90444231,90444294,.
OX103947.1,90454038,90455038,90454416,90454443,.
OX103947.1,90454038,90455038,90454470,90454490,.
OX103947.1,90597286,90598286,90598180,90598207,.
OX103947.1,90863423,90864423,90864416,90864440,.
OX103947.1,91654384,91655384,91655282,91655308,.
OX103947.1,91689826,91690826,91690428,91690459,.
OX103947.1,91689826,91690826,91690526,91690549,.
OX103947.1,91856223,91857223,91857132,91857148,.
OX103948.1,309593,310593,309950,309985,.
OX103948.1,1117253,1118253,1118187,1118211,.
OX103948.1,1466625,1467625,1467351,1467384,.
OX103948.1,1545618,1547003,1546487,1546518,.
OX103948.1,1778798,1779798,1779183,1779215,.
OX103948.1,1847552,1848552,1847881,1847911,.
OX103948.1,2149221,2150221,2149432,2149459,.
OX103948.1,2389510,2390510,2389642,2389666,.
OX103948.1,2389510,2390510,2390486,2390516,.
OX103948.1,2405191,2406191,2405628,2405654,.
OX103948.1,2439403,2440403,2439680,2439739,.
OX103948.1,2488727,2489727,2488893,2488913,.
OX103948.1,2964058,2965058,2964839,2964859,.
OX103948.1,3037246,3038246,3037853,3037880,.
OX103948.1,3102228,3103228,3102698,3102717,.
OX103948.1,3128267,3129267,3128722,3128741,.
OX103948.1,3151802,3152802,3152273,3152292,.
OX103948.1,3177131,3178131,3177250,3177274,.
OX103948.1,3257926,3258926,3258590,3258616,.
OX103948.1,3286031,3287031,3286728,3286753,.
OX103948.1,3309155,3310155,3309884,3309906,.
OX103948.1,3431624,3432624,3431680,3431713,.
OX103948.1,3549265,3550265,3549449,3549471,.
OX103948.1,3967781,3968781,3967837,3967875,.
OX103948.1,4011546,4012546,4011540,4011561,.
OX103948.1,4218657,4219657,4219181,4219208,.
OX103948.1,4428940,4429940,4429277,4429299,.
OX103948.1,4595784,4596784,4596492,4596525,.
OX103948.1,4630602,4631602,4631312,4631338,.
OX103948.1,4683013,4684013,4683579,4683597,.
OX103948.1,4712680,4713680,4712770,4712786,.
OX103948.1,4928266,4929266,4928430,4928450,.
OX103948.1,4930632,4931632,4931063,4931122,.
OX103948.1,5434496,5435496,5434747,5434775,.
OX103948.1,5602520,5603520,5602586,5602615,.
OX103948.1,5655369,5656369,5655415,5655444,.
OX103948.1,5655369,5656369,5656050,5656080,.
OX103948.1,6146382,6147382,6147058,6147082,.
OX103948.1,6707894,6708894,6708472,6708498,.
OX103948.1,6707894,6708894,6708786,6708812,.
OX103948.1,6775529,6776529,6775764,6775790,.
OX103948.1,6847657,6848657,6848656,6848678,.
OX103948.1,7598101,7599277,7598339,7598357,.
OX103948.1,7703553,7704553,7703823,7703845,.
OX103948.1,7855672,7856672,7856276,7856300,.
OX103948.1,8094045,8095045,8094129,8094157,.
OX103948.1,8176869,8177869,8177539,8177569,.
OX103948.1,8221263,8222263,8221705,8221736,.
OX103948.1,8221263,8222263,8222045,8222063,.
OX103948.1,8516213,8517316,8516520,8516550,.
OX103948.1,8739199,8740199,8739300,8739325,.
OX103948.1,8910151,8911151,8910451,8910471,.
OX103948.1,8918158,8919158,8918324,8918346,.
OX103948.1,8935295,8936335,8935596,8935620,.
OX103948.1,9017435,9018435,9017830,9017852,.
OX103948.1,9017435,9018435,9018183,9018222,.
OX103948.1,9041000,9042085,9041303,9041340,.
OX103948.1,9128013,9129013,9128230,9128257,.
OX103948.1,9493731,9494731,9493997,9494019,.
OX103948.1,9596188,9597188,9596905,9596925,.
OX103948.1,10294156,10295156,10294345,10294369,.
OX103948.1,10512227,10513227,10512229,10512247,.
OX103948.1,10618405,10620268,10619216,10619234,.
OX103948.1,10950744,10952041,10951328,10951359,.
OX103948.1,11429164,11430164,11429484,11429502,.
OX103948.1,11807123,11808123,11807401,11807430,.
OX103948.1,12286004,12287004,12286157,12286181,.
OX103948.1,12336084,12337084,12336624,12336646,.
OX103948.1,12547934,12548934,12548213,12548235,.
OX103948.1,12669507,12670507,12670312,12670337,.
OX103948.1,12669507,12670507,12670430,12670454,.
OX103948.1,13154661,13155661,13155552,13155587,.
OX103948.1,13299564,13300564,13300070,13300096,.
OX103948.1,13517992,13518992,13518462,13518481,.
OX103948.1,13547359,13548359,13547766,13547788,.
OX103948.1,13610344,13611344,13610374,13610390,.
OX103948.1,13984604,13985604,13985135,13985161,.
OX103948.1,14141327,14142327,14141879,14141905,.
OX103948.1,14301006,14302006,14301398,14301416,.
OX103948.1,14385511,14386511,14386390,14386415,.
OX103948.1,14740655,14741655,14741328,14741349,.
OX103948.1,14740655,14741655,14741376,14741405,.
OX103948.1,14948034,14949034,14948492,14948521,.
OX103948.1,15157832,15158832,15158559,15158591,.
OX103948.1,15455972,15456972,15456300,15456320,.
OX103948.1,15678162,15679716,15679209,15679244,.
OX103948.1,15933123,15934123,15933941,15933961,.
OX103948.1,15945595,15946595,15946413,15946433,.
OX103948.1,15984168,15985168,15984647,15984674,.
OX103948.1,16074918,16075918,16075123,16075152,.
OX103948.1,16130103,16131103,16130322,16130341,.
OX103948.1,16449501,16450501,16449658,16449682,.
OX103948.1,16603868,16604868,16604634,16604658,.
OX103948.1,16753657,16754657,16754172,16754205,.
OX103948.1,17164727,17165727,17165143,17165173,.
OX103948.1,17164727,17165727,17165405,17165434,.
OX103948.1,17180090,17181090,17180831,17180857,.
OX103948.1,17501904,17502904,17502671,17502699,.
OX103948.1,17516917,17517917,17517628,17517656,.
OX103948.1,18360554,18361554,18361404,18361428,.
OX103948.1,18474332,18475332,18474467,18474489,.
OX103948.1,18803741,18804741,18804081,18804107,.
OX103948.1,18831965,18832965,18832147,18832174,.
OX103948.1,18982358,18983368,18982592,18982619,.
OX103948.1,19329098,19330098,19329482,19329498,.
OX103948.1,19921694,19922694,19922293,19922317,.
OX103948.1,19969825,19970825,19970143,19970163,.
OX103948.1,20480095,20481095,20480440,20480471,.
OX103948.1,20480095,20481095,20480765,20480796,.
OX103948.1,20527539,20528539,20528068,20528086,.
OX103948.1,20549408,20550408,20549779,20549799,.
OX103948.1,20898824,20899824,20898826,20898846,.
OX103948.1,20898824,20899824,20899453,20899481,.
OX103948.1,21501198,21502917,21502792,21502812,.
OX103948.1,21507232,21508232,21507618,21507651,.
OX103948.1,21852777,21853777,21853438,21853462,.
OX103948.1,22067288,22068288,22068167,22068195,.
OX103948.1,22178321,22179321,22178494,22178521,.
OX103948.1,22209449,22210449,22210168,22210188,.
OX103948.1,22275071,22276071,22275501,22275521,.
OX103948.1,22300901,22301901,22301260,22301276,.
OX103948.1,22326246,22327333,22326584,22326615,.
OX103948.1,22326246,22327333,22326616,22326642,.
OX103948.1,22519309,22520309,22520231,22520257,.
OX103948.1,22627456,22628456,22627619,22627643,.
OX103948.1,22699584,22700584,22700391,22700419,.
OX103948.1,22752103,22753103,22752197,22752232,.
OX103948.1,22778561,22779561,22779263,22779302,.
OX103948.1,23136148,23137148,23136249,23136276,.
OX103948.1,23479527,23480527,23480333,23480353,.
OX103948.1,23520252,23521252,23520600,23520616,.
OX103948.1,23534832,23535832,23535598,23535616,.
OX103948.1,23651313,23652313,23651403,23651423,.
OX103948.1,23854424,23855424,23855037,23855053,.
OX103948.1,24020299,24021299,24020882,24020910,.
OX103948.1,24704490,24705490,24704691,24704722,.
OX103948.1,24704490,24705490,24705114,24705147,.
OX103948.1,24963661,24964661,24964636,24964663,.
OX103950.1,454168,455168,454530,454546,.
OX103950.1,1083135,1084135,1083525,1083544,.
OX103950.1,1272017,1273017,1272126,1272161,.
OX103950.1,1282640,1283640,1282732,1282780,.
OX103950.1,1282640,1283640,1283388,1283414,.
OX103950.1,1353866,1354866,1354140,1354158,.
OX103950.1,1353866,1354866,1354346,1354376,.
OX103950.1,1479048,1480048,1479207,1479223,.
OX103950.1,1479048,1480048,1479716,1479736,.
OX103950.1,1671661,1672661,1672542,1672567,.
OX103950.1,1907158,1908158,1907812,1907836,.
OX103950.1,2185612,2186612,2185831,2185865,.
OX103950.1,2256882,2257882,2256942,2256968,.
OX103950.1,2710503,2711503,2710879,2710907,.
OX103950.1,3567149,3568149,3567650,3567668,.
OX103950.1,3571443,3572443,3572439,3572465,.
OX103950.1,3716816,3718259,3717149,3717175,.
OX103950.1,3790861,3791861,3790908,3790926,.
OX103950.1,3790861,3791861,3791499,3791518,.
OX103950.1,4221078,4222078,4221559,4221588,.
OX103950.1,4428836,4429836,4429724,4429740,.
OX103950.1,4970973,4971973,4971673,4971693,.
OX103950.1,5028947,5029947,5029888,5029916,.
OX103950.1,5028947,5029947,5029925,5029951,.
OX103950.1,5174998,5175998,5175154,5175172,.
OX103950.1,5485278,5486278,5485684,5485727,.
OX103950.1,5514987,5515987,5515026,5515057,.
OX103950.1,5590247,5591247,5590472,5590490,.
OX103950.1,5698610,5699610,5698766,5698791,.
OX103950.1,5698610,5699610,5698899,5698917,.
OX103950.1,6145796,6146796,6146770,6146798,.
OX103950.1,6344978,6345978,6345200,6345233,.
OX103950.1,6718315,6719315,6718391,6718407,.
OX103950.1,6948717,6949717,6949043,6949070,.
OX103950.1,6995005,6996005,6995544,6995564,.
OX103950.1,7402728,7403728,7403034,7403059,.
OX103950.1,7592592,7593592,7592738,7592769,.
OX103950.1,7663461,7664461,7663828,7663844,.
OX103950.1,7663461,7664461,7663861,7663887,.
OX103950.1,7663461,7664461,7664449,7664465,.
OX103950.1,7922334,7923334,7923191,7923218,.
OX103950.1,8009347,8010347,8010273,8010293,.
OX103950.1,8094942,8095942,8095581,8095611,.
OX103950.1,8928335,8929335,8928979,8929016,.
OX103950.1,9464822,9465822,9465701,9465727,.
OX103950.1,9604905,9605905,9604984,9605000,.
OX103950.1,9604905,9605905,9605126,9605156,.
OX103950.1,9645464,9646464,9645638,9645669,.
OX103950.1,9664451,9666065,9665045,9665065,.
OX103950.1,9723813,9724813,9724048,9724076,.
OX103950.1,10109069,10110131,10109624,10109666,.
OX103950.1,10109069,10110131,10110006,10110035,.
OX103950.1,10349043,10350043,10349282,10349303,.
OX103950.1,10360245,10361357,10360433,10360464,.
OX103950.1,10808595,10809595,10808896,10808924,.
OX103950.1,10808595,10809595,10809309,10809342,.
OX103950.1,11245881,11246881,11246847,11246873,.
OX103950.1,11311675,11312675,11312151,11312169,.
OX103950.1,11311675,11312675,11312574,11312590,.
OX103950.1,11582575,11583575,11583142,11583161,.
OX103950.1,11772107,11773107,11772116,11772138,.
OX103950.1,11772107,11773107,11772368,11772397,.
OX103950.1,11900771,11901923,11901897,11901925,.
OX103950.1,11942456,11943456,11942756,11942782,.
OX103950.1,11942456,11943456,11943102,11943137,.
OX103950.1,11998181,11999966,11999924,11999946,.
OX103950.1,12144606,12145606,12145322,12145355,.
OX103950.1,12368679,12369679,12368980,12369005,.
OX103950.1,12448318,12449318,12448899,12448925,.
OX103950.1,12528561,12529561,12529280,12529307,.
OX103950.1,12966854,12967854,12967105,12967131,.
OX103950.1,12966854,12967854,12967135,12967174,.
OX103950.1,13159742,13160742,13160181,13160214,.
OX103950.1,13159742,13160742,13160238,13160266,.
OX103950.1,13425310,13426310,13426142,13426171,.
OX103950.1,13578665,13579665,13578838,13578854,.
OX103950.1,13743446,13744446,13743844,13743864,.
OX103950.1,14263535,14264535,14264435,14264477,.
OX103950.1,14263535,14264535,14264496,14264536,.
OX103950.1,14277740,14278740,14277871,14277904,.
OX103950.1,14277740,14278740,14278076,14278116,.
OX103950.1,14277740,14278740,14278145,14278181,.
OX103950.1,14447350,14448350,14447440,14447472,.
OX103950.1,14816996,14818004,14817221,14817241,.
OX103950.1,14816996,14818004,14817973,14817989,.
OX103950.1,15032813,15033813,15033151,15033180,.
OX103950.1,15173755,15174755,15174399,15174419,.
OX103950.1,15363095,15364095,15363401,15363425,.
OX103950.1,15517081,15518081,15517183,15517203,.
OX103950.1,15561151,15562151,15561906,15561924,.
OX103950.1,15574737,15575737,15575227,15575255,.
OX103950.1,15598954,15599954,15599801,15599844,.
OX103950.1,15650966,15651966,15651205,15651231,.
OX103950.1,15802013,15803013,15802962,15802985,.
OX103950.1,16050638,16052680,16052251,16052277,.
OX103950.1,16500983,16502765,16501470,16501487,.
OX103950.1,16500983,16502765,16501552,16501597,.
OX103950.1,16556476,16557476,16556807,16556823,.
OX103950.1,16561967,16562967,16562131,16562159,.
OX103950.1,16795235,16796648,16796020,16796057,.
OX103950.1,16795235,16796648,16796270,16796306,.
OX103950.1,16904084,16905084,16904944,16904971,.
OX103950.1,17170949,17171949,17171764,17171791,.
OX103950.1,17184638,17185678,17184988,17185008,.
OX103950.1,17205451,17206451,17206419,17206444,.
OX103950.1,17334848,17335848,17335390,17335428,.
OX103950.1,17334848,17335848,17335666,17335690,.
OX103950.1,17334848,17335848,17335748,17335768,.
OX103950.1,17570857,17572157,17571154,17571170,.
OX103950.1,17896361,17897361,17896761,17896787,.
OX103950.1,17956525,17957865,17956943,17956989,.
OX103950.1,17956525,17957865,17957061,17957078,.
OX103951.1,313,1887,801,817,.
OX103951.1,145968,146968,146526,146554,.
OX103951.1,208509,209509,208609,208648,.
OX103951.1,224498,225971,225968,225984,.
OX103951.1,295368,296489,295805,295831,.
OX103951.1,376768,377768,377732,377752,.
OX103951.1,853116,854879,854091,854111,.
OX103951.1,986904,987904,987635,987657,.
OX103951.1,1476413,1477648,1477112,1477132,.
OX103951.1,1854533,1855533,1855228,1855258,.
OX103951.1,2306898,2307898,2307296,2307321,.
OX103951.1,2306898,2307898,2307505,2307531,.
OX103951.1,2356248,2357248,2357060,2357120,.
OX103951.1,2709626,2710626,2709989,2710013,.
OX103951.1,3587695,3588695,3588057,3588090,.
OX103951.1,3587695,3588695,3588411,3588465,.
OX103951.1,3627785,3628785,3628451,3628476,.
OX103951.1,3750706,3751706,3751099,3751115,.
OX103951.1,3772137,3773137,3772766,3772782,.
OX103951.1,3801419,3802419,3802370,3802401,.
OX103951.1,3824474,3825474,3824813,3824842,.
OX103951.1,4433094,4434094,4433996,4434020,.
OX103951.1,4433094,4434094,4434025,4434043,.
OX103951.1,4499229,4500229,4499626,4499644,.
OX103951.1,4632780,4633780,4633753,4633780,.
